ID,Дата записи,Время записи,Услуга,Учреждение,Регион,Статус,Возраст ученика,Пол ученика,Канал записи,Дата визита,Явился,Причина отмены,Тип учреждения
5505,2024-07-03,23:09,Перевод из другой школы,Школа-лицей №7,Алматинская,Обслужен,15,М,Через школу,2024-07-03,Да,,Школа-лицей
5506,2025-03-01,14:59,Запись в продлёнку,Школа-лицей №5,г. Астана,Обслужен,15,Ж,Мобильное приложение,2025-03-01,Да,,Школа-лицей
5507,2025-01-25,10:11,Запись в продлёнку,Школа-лицей №4,Актюбинская,Записан,17,Ж,Через школу,,Нет,,Гимназия
5508,2025-06-04,07:15,Запрос справки,Школа-лицей №6,г. Алматы,Отменено,13,Ж,Через школу,,Да,,Школа
5509,2024-09-30,02:25,Запрос справки,Школа-лицей №6,Алматинская,Записан,7,М,Через школу,,Да,,Школа-лицей
5510,2025-03-16,10:54,Перевод из другой школы,Школа-лицей №4,Алматинская,Обслужен,12,М,КИОСК,2025-03-16,Да,,Школа
5511,2025-02-02,16:33,Запрос справки,Школа-лицей №5,Карагандинская,Записан,11,Ж,Через школу,,Нет,,Школа
5512,2024-10-19,17:15,Зачисление в 1 класс,Школа-лицей №8,Алматинская,Записан,11,М,Через школу,,Нет,,Гимназия
5513,2025-01-26,23:29,Зачисление в 1 класс,Школа-лицей №4,Туркестанская,Обслужен,9,М,КИОСК,2025-01-26,Да,,Школа
5514,2024-10-22,12:36,Перевод из другой школы,Школа-лицей №9,Актюбинская,Обслужен,10,М,Через школу,2024-10-22,Да,,Школа-лицей
5515,2024-07-26,01:34,Зачисление в 1 класс,Школа-лицей №3,Туркестанская,Обслужен,14,М,Через школу,2024-07-26,Да,,Школа-лицей
5516,2024-12-25,22:08,Запрос справки,Школа-лицей №2,г. Астана,Обслужен,7,Ж,Веб,2024-12-25,Да,,Школа-лицей
5517,2025-03-14,23:34,Перевод из другой школы,Школа-лицей №10,г. Алматы,Обслужен,9,М,КИОСК,2025-03-14,Да,,Школа
5518,2024-09-06,12:23,Перевод из другой школы,Школа-лицей №8,Карагандинская,Обслужен,8,Ж,Веб,2024-09-06,Да,,Школа
5519,2024-12-28,09:06,Запись в продлёнку,Школа-лицей №6,Туркестанская,Отменено,11,Ж,КИОСК,,Да,Системная ошибка,Гимназия
5520,2025-04-30,18:56,Перевод из другой школы,Школа-лицей №9,г. Астана,Обслужен,16,Ж,Веб,2025-04-30,Да,,Школа-лицей
5521,2025-03-05,07:09,Запись в продлёнку,Школа-лицей №1,Карагандинская,Обслужен,13,М,КИОСК,2025-03-05,Да,,Школа
5522,2024-08-22,15:06,Зачисление в 1 класс,Школа-лицей №10,Туркестанская,Записан,6,Ж,Через школу,,Нет,,Школа-лицей
5523,2024-10-13,17:21,Зачисление в 1 класс,Школа-лицей №6,г. Алматы,Обслужен,13,Ж,Через школу,2024-10-13,Да,,Школа
5524,2024-12-05,17:42,Перевод из другой школы,Школа-лицей №5,Карагандинская,Обслужен,12,Ж,Веб,2024-12-05,Да,,Гимназия
5525,2024-12-28,01:13,Зачисление в 1 класс,Школа-лицей №5,г. Алматы,Записан,17,Ж,Через школу,,Да,,Школа-лицей
5526,2025-05-14,17:01,Запрос справки,Школа-лицей №6,Карагандинская,Отменено,6,Ж,Мобильное приложение,,Да,Системная ошибка,Школа-лицей
5527,2024-07-18,05:26,Зачисление в 1 класс,Школа-лицей №6,г. Алматы,Записан,14,М,КИОСК,,Да,,Гимназия
5528,2024-09-10,06:16,Запись в продлёнку,Школа-лицей №7,Актюбинская,Записан,17,М,Через школу,,Да,,Гимназия
5529,2024-09-29,09:33,Зачисление в 1 класс,Школа-лицей №5,г. Астана,Записан,6,М,Через школу,,Нет,,Школа-лицей
5530,2024-10-12,22:25,Запись в продлёнку,Школа-лицей №5,Карагандинская,Записан,17,Ж,Веб,,Нет,,Школа-лицей
5531,2024-11-22,12:23,Зачисление в 1 класс,Школа-лицей №3,г. Алматы,Обслужен,15,М,Веб,2024-11-22,Да,,Гимназия
5532,2024-09-14,19:52,Запрос справки,Школа-лицей №5,г. Алматы,Обслужен,7,М,Веб,2024-09-14,Да,,Школа
5533,2025-04-03,14:59,Запрос справки,Школа-лицей №6,Карагандинская,Обслужен,15,М,Веб,2025-04-03,Да,,Школа-лицей
5534,2025-03-24,01:42,Перевод из другой школы,Школа-лицей №6,Туркестанская,Отменено,14,Ж,Мобильное приложение,,Нет,По желанию,Школа-лицей
5535,2024-07-25,21:01,Перевод из другой школы,Школа-лицей №7,Карагандинская,Отменено,14,М,Через школу,,Нет,Не явился,Школа
5536,2024-10-27,12:32,Зачисление в 1 класс,Школа-лицей №5,г. Астана,Записан,13,Ж,Через школу,,Да,,Школа-лицей
5537,2024-07-15,15:38,Запрос справки,Школа-лицей №10,Актюбинская,Обслужен,9,М,Мобильное приложение,2024-07-15,Да,,Школа-лицей
5538,2025-04-26,15:48,Запись в продлёнку,Школа-лицей №8,г. Алматы,Отменено,15,Ж,Через школу,,Да,Не явился,Школа-лицей
5539,2024-12-20,18:35,Зачисление в 1 класс,Школа-лицей №3,г. Астана,Обслужен,10,Ж,КИОСК,2024-12-20,Да,,Гимназия
5540,2024-09-08,14:21,Зачисление в 1 класс,Школа-лицей №3,Алматинская,Обслужен,17,Ж,КИОСК,2024-09-08,Да,,Школа
5541,2025-04-24,10:25,Перевод из другой школы,Школа-лицей №7,Алматинская,Отменено,15,Ж,Веб,,Нет,Отменено учреждением,Школа-лицей
5542,2025-02-27,10:45,Запись в продлёнку,Школа-лицей №5,Алматинская,Обслужен,14,Ж,Веб,2025-02-27,Да,,Гимназия
5543,2024-12-31,16:16,Запись в продлёнку,Школа-лицей №9,Туркестанская,Записан,7,Ж,Веб,,Нет,,Школа-лицей
5544,2024-10-13,01:09,Зачисление в 1 класс,Школа-лицей №10,Карагандинская,Обслужен,16,Ж,КИОСК,2024-10-13,Да,,Школа-лицей
5545,2025-03-03,11:16,Запись в продлёнку,Школа-лицей №5,г. Алматы,Отменено,13,М,КИОСК,,Да,Не явился,Школа-лицей
5546,2024-10-18,22:34,Перевод из другой школы,Школа-лицей №8,Алматинская,Отменено,6,Ж,КИОСК,,Да,Системная ошибка,Гимназия
5547,2024-11-26,05:52,Запись в продлёнку,Школа-лицей №5,г. Астана,Отменено,7,М,Веб,,Да,Отменено учреждением,Школа
5548,2024-09-24,13:28,Перевод из другой школы,Школа-лицей №8,Алматинская,Записан,14,М,Мобильное приложение,,Да,,Школа-лицей
5549,2025-01-05,01:23,Зачисление в 1 класс,Школа-лицей №1,Алматинская,Обслужен,11,Ж,Через школу,2025-01-05,Да,,Школа-лицей
5550,2025-03-06,11:01,Зачисление в 1 класс,Школа-лицей №8,Карагандинская,Записан,9,М,Мобильное приложение,,Да,,Школа-лицей
5551,2025-01-17,20:36,Запись в продлёнку,Школа-лицей №10,Туркестанская,Обслужен,10,Ж,Мобильное приложение,2025-01-17,Да,,Школа
5552,2025-05-27,09:18,Запись в продлёнку,Школа-лицей №8,г. Астана,Обслужен,8,Ж,Через школу,2025-05-27,Да,,Гимназия
5553,2025-02-17,09:40,Запись в продлёнку,Школа-лицей №9,Туркестанская,Записан,9,М,Через школу,,Нет,,Гимназия
5554,2025-01-05,10:48,Зачисление в 1 класс,Школа-лицей №4,г. Астана,Обслужен,8,Ж,Мобильное приложение,2025-01-05,Да,,Школа-лицей
