ID,Дата обращения,Категория,Подкатегория,Регион,Возраст заявителя,Пол,Статус,Дата ответа,Кол-во детей,Возраст старшего ребенка,Ответственный орган,Тип заявителя,Способ подачи,Язык обращения,Повторное обращение,Канал получения ответа,Категория срочности,Вид обращения,Тематика
4031,2024-11-05,Здравоохранение,Медикаменты,Северо-Казахстанская,69,М,На рассмотрении,2024-11-08,1,12.0,Акимат города,Физическое лицо,Мобильное приложение,Казахский,Да,Бумажное письмо,Низкая,Вопрос,Образование
4032,2025-01-29,Труд и занятость,Трудовые споры,Карагандинская,58,М,Рассмотрено,2025-02-14,1,17.0,Министерство труда,Физическое лицо,Мобильное приложение,Казахский,Нет,Портал,Низкая,Предложение,Социальные пособия
4033,2023-07-14,Здравоохранение,Медикаменты,Западно-Казахстанская,74,Ж,На рассмотрении,2023-08-22,0,,Акимат города,Юридическое лицо,Веб-сайт,Казахский,Нет,Бумажное письмо,Низкая,Предложение,Медицина
4034,2023-08-31,Жилищный вопрос,Снос жилья,г. Астана,25,М,Рассмотрено,2023-09-29,2,7.0,МОН РК,Юридическое лицо,Мобильное приложение,Русский,Да,Бумажное письмо,Низкая,Жалоба,Образование
4035,2024-04-29,Труд и занятость,Охрана труда,Карагандинская,20,М,Рассмотрено,2024-05-25,1,24.0,ЦОН,Физическое лицо,Почта,Русский,Нет,Бумажное письмо,Средняя,Жалоба,Социальные пособия
4036,2024-04-09,Труд и занятость,Трудовые споры,Алматинская,69,Ж,Отклонено,2024-04-27,1,7.0,Акимат города,Юридическое лицо,Веб-сайт,Русский,Нет,Email,Низкая,Жалоба,Образование
4037,2024-04-07,Жилищный вопрос,Аренда,Актюбинская,62,Ж,В работе,2024-04-28,0,,Акимат города,Физическое лицо,Веб-сайт,Русский,Да,Бумажное письмо,Низкая,Вопрос,Электроснабжение
4038,2024-08-22,Здравоохранение,Доступ к поликлинике,Акмолинская,80,М,В работе,2024-09-24,1,21.0,Акимат города,Физическое лицо,Почта,Казахский,Да,Email,Высокая,Вопрос,Медицина
4039,2024-06-23,Здравоохранение,Доступ к поликлинике,г. Алматы,36,Ж,Рассмотрено,2024-07-24,2,7.0,МОН РК,Юридическое лицо,Веб-сайт,Казахский,Нет,Портал,Высокая,Предложение,Социальные пособия
4040,2023-08-02,Образование,ВУЗы,Жамбылская,35,М,В работе,2023-08-23,1,10.0,МОН РК,Юридическое лицо,Почта,Русский,Нет,Бумажное письмо,Низкая,Вопрос,Медицина
4041,2024-10-26,ЖКХ,Водоснабжение,Северо-Казахстанская,73,Ж,Отклонено,2024-11-24,0,,Министерство здравоохранения,Физическое лицо,Почта,Русский,Нет,Бумажное письмо,Высокая,Благодарность,Земельный вопрос
4042,2023-06-27,Жилищный вопрос,Аренда,Западно-Казахстанская,72,М,На рассмотрении,2023-06-29,3,7.0,ЦОН,Юридическое лицо,Почта,Русский,Нет,Email,Средняя,Предложение,Электроснабжение
4043,2024-12-16,Социальная защита,Пенсии,г. Астана,64,М,На рассмотрении,2025-01-17,2,7.0,Министерство здравоохранения,Юридическое лицо,Почта,Русский,Да,Портал,Высокая,Благодарность,Медицина
4044,2023-10-31,Социальная защита,Многодетные семьи,Восточно-Казахстанская,84,Ж,На рассмотрении,2023-11-14,0,,Акимат города,Физическое лицо,Мобильное приложение,Русский,Нет,Email,Высокая,Жалоба,Электроснабжение
4045,2023-08-23,Труд и занятость,Трудовые споры,Акмолинская,34,М,В работе,2023-09-24,0,,Акимат города,Юридическое лицо,Лично,Казахский,Нет,Телефон,Высокая,Вопрос,Образование
